obs_key,source,project,site,obs_time,year,longitude,latitude,sampledarea_ha,nplots,agb_drymass_ha,agb_ha_rederived,verify_ratio,verify_status,bgb_drymass_ha,live_basal_area_ha,live_tree_density_ha,n_stems,n_species,mean_dbh_cm,mean_ht_m,n_allom_models
14933014_03707328_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19250,2014-01-01,2014,149.3301,-37.0733,0.1,1,330.7796,,,no_stem_data,91.8056,45.2442,1560.0,,,,,
14933050_03708905_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19245,2014-01-01,2014,149.3305,-37.089,0.1,1,32.3202,,,no_stem_data,9.7132,24.5667,1170.0,,,,,
14934887_03704133_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19264,2014-01-01,2014,149.3489,-37.0413,0.1,1,7.9953,,,no_stem_data,2.2631,28.6784,320.0,,,,,
14935075_03710446_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19237,2014-01-01,2014,149.3507,-37.1045,0.1,1,0.4415,,,no_stem_data,0.1459,25.7632,280.0,,,,,
14935774_03669419_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19328,2014-01-01,2014,149.3577,-36.6942,0.1,1,329.9365,,,no_stem_data,84.3594,15.8526,770.0,,,,,
14936796_03702521_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19269,2014-01-01,2014,149.368,-37.0252,0.1,1,29.4407,,,no_stem_data,7.1389,21.5125,360.0,,,,,
14936869_03704103_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19265,2014-01-01,2014,149.3687,-37.041,0.1,1,69.3834,,,no_stem_data,19.4277,31.627,410.0,,,,,
14936896_03705681_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19259,2014-01-01,2014,149.369,-37.0568,0.1,1,18.1848,,,no_stem_data,5.135,30.86,190.0,,,,,
14937491_03661506_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19343,2014-01-01,2014,149.3749,-36.6151,0.1,1,103.5904,,,no_stem_data,28.471,15.4087,200.0,,,,,
14937533_03663083_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19337,2014-01-01,2014,149.3753,-36.6308,0.1,1,70.606,,,no_stem_data,25.3831,37.03,350.0,,,,,
14937784_03670960_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19324,2014-01-01,2014,149.3778,-36.7096,0.1,1,180.6848,,,no_stem_data,49.6727,32.6774,450.0,,,,,
14938614_03697757_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19283,2014-01-01,2014,149.3861,-36.9776,0.1,1,29.8201,,,no_stem_data,7.4384,23.916,50.0,,,,,
14938653_03699333_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19277,2014-01-01,2014,149.3865,-36.9933,0.1,1,66.5047,,,no_stem_data,18.2912,42.6626,660.0,,,,,
14939496_03663045_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19338,2014-01-01,2014,149.395,-36.6304,0.1,1,31.106,,,no_stem_data,8.7912,37.3923,190.0,,,,,
14940539_03696137_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19288,2014-01-01,2014,149.4054,-36.9614,0.1,1,11.9085,,,no_stem_data,3.0823,66.1028,840.0,,,,,
14941355_03659848_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19348,2014-01-01,2014,149.4136,-36.5985,0.1,1,19.9759,,,no_stem_data,5.3913,22.3482,320.0,,,,,
14941411_03661428_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19344,2014-01-01,2014,149.4141,-36.6143,0.1,1,322.8976,,,no_stem_data,84.6596,45.0987,560.0,,,,,
14941454_03663002_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19339,2014-01-01,2014,149.4145,-36.63,0.1,1,251.1569,,,no_stem_data,63.1679,54.5046,390.0,,,,,
14941505_03664578_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19333,2014-01-01,2014,149.4151,-36.6458,0.1,1,91.1,,,no_stem_data,28.5907,23.8862,370.0,,,,,
14941651_03669306_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19329,2014-01-01,2014,149.4165,-36.6931,0.1,1,164.8956,,,no_stem_data,44.2332,20.9597,740.0,,,,,
14941701_03670880_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19325,2014-01-01,2014,149.417,-36.7088,0.1,1,445.3096,,,no_stem_data,115.4761,28.7055,1000.0,,,,,
14941893_03677181_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19321,2014-01-01,2014,149.4189,-36.7718,0.1,1,17.7459,,,no_stem_data,5.0575,41.1063,1330.0,,,,,
14942384_03692949_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19297,2014-01-01,2014,149.4238,-36.9295,0.1,1,11.1239,,,no_stem_data,4.0985,15.8571,470.0,,,,,
14942448_03694526_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19293,2014-01-01,2014,149.4245,-36.9453,0.1,1,32.2868,,,no_stem_data,8.3105,11.6505,620.0,,,,,
14943164_03655077_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19359,2014-01-01,2014,149.4316,-36.5508,0.1,1,1.8041,,,no_stem_data,0.5385,34.5623,150.0,,,,,
14943359_03661394_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19345,2014-01-01,2014,149.4336,-36.6139,0.1,1,0.4934,,,no_stem_data,0.1139,1.2751,40.0,,,,,
14943400_03662971_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19340,2014-01-01,2014,149.434,-36.6297,0.1,1,8.0284,,,no_stem_data,2.3431,1.1513,30.0,,,,,
14943444_03664547_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19334,2014-01-01,2014,149.4344,-36.6455,0.1,1,110.4904,,,no_stem_data,36.3681,48.5542,380.0,,,,,
14943595_03669265_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19330,2014-01-01,2014,149.4359,-36.6926,0.1,1,368.9026,,,no_stem_data,122.3254,39.56,1470.0,,,,,
14943843_03677146_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19322,2014-01-01,2014,149.4384,-36.7715,0.1,1,51.3868,,,no_stem_data,14.4211,33.2314,460.0,,,,,
14943905_03678722_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19319,2014-01-01,2014,149.439,-36.7872,0.1,1,2.5204,,,no_stem_data,0.9926,37.6402,340.0,,,,,
14944404_03694482_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19294,2014-01-01,2014,149.444,-36.9448,0.1,1,1.945,,,no_stem_data,0.615,14.115,530.0,,,,,
14944965_03650317_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19371,2014-01-01,2014,149.4497,-36.5032,0.1,1,35.3289,,,no_stem_data,9.8499,15.9992,610.0,,,,,
14945060_03653465_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19364,2014-01-01,2014,149.4506,-36.5347,0.1,1,24.3275,,,no_stem_data,6.8851,14.269,610.0,,,,,
14945114_03655039_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19360,2014-01-01,2014,149.4511,-36.5504,0.1,1,0.6652,,,no_stem_data,0.1981,0.3744,40.0,,,,,
14945325_03661343_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19346,2014-01-01,2014,149.4532,-36.6134,0.1,1,166.9455,,,no_stem_data,42.6817,38.704,690.0,,,,,
14945413_03664497_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19335,2014-01-01,2014,149.4541,-36.645,0.1,1,8.9836,,,no_stem_data,2.3876,55.6287,70.0,,,,,
14945862_03678685_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19320,2014-01-01,2014,149.4586,-36.7868,0.1,1,238.7368,,,no_stem_data,63.3716,61.0264,700.0,,,,,
14945911_03680253_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19318,2014-01-01,2014,149.4591,-36.8025,0.1,1,542.9005,,,no_stem_data,142.7041,41.1389,1240.0,,,,,
14946060_03684989_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19312,2014-01-01,2014,149.4606,-36.8499,0.1,1,40.2176,,,no_stem_data,11.6351,4.3125,90.0,,,,,
14946919_03650278_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19372,2014-01-01,2014,149.4692,-36.5028,0.1,1,38.5461,,,no_stem_data,12.1641,29.3321,610.0,,,,,
14947024_03653416_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19365,2014-01-01,2014,149.4702,-36.5342,0.1,1,31.7389,,,no_stem_data,9.3985,37.6817,410.0,,,,,
14947917_03681797_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19316,2014-01-01,2014,149.4792,-36.818,0.1,1,68.5013,,,no_stem_data,19.2049,19.9798,130.0,,,,,
14948024_03684949_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19313,2014-01-01,2014,149.4802,-36.8495,0.1,1,53.8068,,,no_stem_data,14.0929,34.1588,270.0,,,,,
14948079_03686515_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19311,2014-01-01,2014,149.4808,-36.8651,0.1,1,145.375,,,no_stem_data,40.1862,63.4639,230.0,,,,,
14948853_03710167_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19238,2014-01-01,2014,149.4885,-37.1017,0.1,1,1.1117,,,no_stem_data,0.3556,17.6909,420.0,,,,,
14948997_03714893_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19200,2014-01-01,2014,149.49,-37.1489,0.1,1,1.2025,,,no_stem_data,0.4623,16.4846,160.0,,,,,
14949272_03722773_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19124,2014-01-01,2014,149.4927,-37.2277,0.1,1,51.0756,,,no_stem_data,15.9373,52.2036,530.0,,,,,
14949311_03724342_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19111,2014-01-01,2014,149.4931,-37.2434,0.1,1,5.9373,,,no_stem_data,2.252,14.7687,690.0,,,,,
14949413_03727488_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19084,2014-01-01,2014,149.4941,-37.2749,0.1,1,28.5461,,,no_stem_data,10.4993,29.5054,490.0,,,,,
14949894_03681755_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19317,2014-01-01,2014,149.4989,-36.8176,0.1,1,4.5859,,,no_stem_data,1.0333,13.8649,180.0,,,,,
14949940_03683329_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19315,2014-01-01,2014,149.4994,-36.8333,0.1,1,38.0188,,,no_stem_data,10.3076,19.2144,110.0,,,,,
14949996_03684900_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19314,2014-01-01,2014,149.5,-36.849,0.1,1,11.9233,,,no_stem_data,3.0917,29.0901,140.0,,,,,
14950918_03713271_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19217,2014-01-01,2014,149.5092,-37.1327,0.1,1,1.1761,,,no_stem_data,0.3763,33.6645,200.0,,,,,
14950970_03714849_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19201,2014-01-01,2014,149.5097,-37.1485,0.1,1,13.6444,,,no_stem_data,3.6287,16.4378,240.0,,,,,
14951231_03722731_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19125,2014-01-01,2014,149.5123,-37.2273,0.1,1,16.9548,,,no_stem_data,5.9043,42.2406,440.0,,,,,
14951280_03724302_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19112,2014-01-01,2014,149.5128,-37.243,0.1,1,73.9178,,,no_stem_data,27.038,24.2695,730.0,,,,,
14951342_03725881_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19096,2014-01-01,2014,149.5134,-37.2588,0.1,1,1.2742,,,no_stem_data,0.4894,20.2299,240.0,,,,,
14951391_03727460_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19085,2014-01-01,2014,149.5139,-37.2746,0.1,1,3.6392,,,no_stem_data,1.3884,26.0309,830.0,,,,,
14951458_03729375_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19074,2014-01-01,2014,149.5146,-37.2938,0.1,1,1.0909,,,no_stem_data,0.4246,15.454,550.0,,,,,
14952786_03710080_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19240,2014-01-01,2014,149.5279,-37.1008,0.1,1,83.1277,,,no_stem_data,25.2628,36.1419,1190.0,,,,,
14952938_03714811_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19202,2014-01-01,2014,149.5294,-37.1481,0.1,1,102.7149,,,no_stem_data,25.0836,53.3613,380.0,,,,,
14952998_03716381_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19187,2014-01-01,2014,149.53,-37.1638,0.1,1,122.5664,,,no_stem_data,30.5383,29.3174,980.0,,,,,
14953363_03727418_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19086,2014-01-01,2014,149.5336,-37.2742,0.1,1,0.525,,,no_stem_data,0.2013,7.6833,80.0,,,,,
14953407_03732161_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19050,2014-01-01,2014,149.5341,-37.3216,0.1,1,1.9489,,,no_stem_data,0.7596,29.2532,1010.0,,,,,
14953415_03728995_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19075,2014-01-01,2014,149.5341,-37.2899,0.1,1,2.915,,,no_stem_data,1.122,38.1119,980.0,,,,,
14953470_03730564_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19061,2014-01-01,2014,149.5347,-37.3056,0.1,1,0.7689,,,no_stem_data,0.3011,16.4152,560.0,,,,,
14954805_03711608_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19233,2014-01-01,2014,149.5481,-37.1161,0.1,1,17.8953,,,no_stem_data,5.1341,36.4143,390.0,,,,,
14954850_03713198_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19218,2014-01-01,2014,149.5485,-37.132,0.1,1,1.5239,,,no_stem_data,0.5316,25.4238,310.0,,,,,
14954917_03714770_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19203,2014-01-01,2014,149.5492,-37.1477,0.1,1,0.2865,,,no_stem_data,0.0905,5.063,40.0,,,,,
14954965_03716338_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19188,2014-01-01,2014,149.5497,-37.1634,0.1,1,28.5293,,,no_stem_data,7.1117,28.2216,440.0,,,,,
14955010_03717918_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19171,2014-01-01,2014,149.5501,-37.1792,0.1,1,74.8713,,,no_stem_data,23.244,28.9266,1200.0,,,,,
14955069_03719494_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19156,2014-01-01,2014,149.5507,-37.1949,0.1,1,107.1855,,,no_stem_data,27.7491,33.5063,480.0,,,,,
14955180_03722647_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19126,2014-01-01,2014,149.5518,-37.2265,0.1,1,6.614,,,no_stem_data,2.2661,32.3251,280.0,,,,,
14955284_03725797_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19097,2014-01-01,2014,149.5528,-37.258,0.1,1,14.5626,,,no_stem_data,5.3934,29.2909,490.0,,,,,
14955331_03727370_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19087,2014-01-01,2014,149.5533,-37.2737,0.1,1,2.2695,,,no_stem_data,0.8685,8.581,340.0,,,,,
14955438_03730525_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19062,2014-01-01,2014,149.5544,-37.3052,0.1,1,0.7403,,,no_stem_data,0.2903,30.2891,610.0,,,,,
14955494_03732102_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19051,2014-01-01,2014,149.5549,-37.321,0.1,1,3.2376,,,no_stem_data,1.2478,22.6785,730.0,,,,,
14955545_03733675_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19039,2014-01-01,2014,149.5554,-37.3367,0.1,1,6.3449,,,no_stem_data,2.3654,11.8085,240.0,,,,,
14956827_03713153_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19219,2014-01-01,2014,149.5683,-37.1315,0.1,1,0.682,,,no_stem_data,0.2712,39.61,180.0,,,,,
14956873_03714712_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19204,2014-01-01,2014,149.5687,-37.1471,0.1,1,198.1357,,,no_stem_data,50.3604,23.5878,1010.0,,,,,
14956924_03716295_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19189,2014-01-01,2014,149.5692,-37.1629,0.1,1,7.9853,,,no_stem_data,2.3828,29.7367,330.0,,,,,
14956983_03717875_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19172,2014-01-01,2014,149.5698,-37.1788,0.1,1,80.5035,,,no_stem_data,21.4643,20.488,320.0,,,,,
14957039_03719452_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19157,2014-01-01,2014,149.5704,-37.1945,0.1,1,95.0101,,,no_stem_data,25.5948,22.0108,560.0,,,,,
14957093_03721025_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19144,2014-01-01,2014,149.5709,-37.2102,0.1,1,3.4393,,,no_stem_data,0.8154,27.5511,880.0,,,,,
14957146_03722604_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19127,2014-01-01,2014,149.5715,-37.226,0.1,1,23.0442,,,no_stem_data,7.2811,15.2081,760.0,,,,,
14957189_03724177_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19113,2014-01-01,2014,149.5719,-37.2418,0.1,1,22.5716,,,no_stem_data,8.3504,16.9564,420.0,,,,,
14957251_03725750_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19098,2014-01-01,2014,149.5725,-37.2575,0.1,1,72.5195,,,no_stem_data,26.3247,29.9119,1130.0,,,,,
14957413_03730485_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19063,2014-01-01,2014,149.5741,-37.3048,0.1,1,0.3134,,,no_stem_data,0.1233,13.2285,340.0,,,,,
14957470_03732058_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19052,2014-01-01,2014,149.5747,-37.3206,0.1,1,1.0945,,,no_stem_data,0.4215,13.1299,230.0,,,,,
14957516_03733639_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19040,2014-01-01,2014,149.5752,-37.3364,0.1,1,27.981,,,no_stem_data,9.9947,13.9275,260.0,,,,,
14958790_03713104_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19220,2014-01-01,2014,149.5879,-37.131,0.1,1,1.3796,,,no_stem_data,0.5077,16.7668,240.0,,,,,
14958862_03714683_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19205,2014-01-01,2014,149.5886,-37.1468,0.1,1,83.5375,,,no_stem_data,23.1314,18.9906,640.0,,,,,
14958904_03716257_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19190,2014-01-01,2014,149.589,-37.1626,0.1,1,6.9975,,,no_stem_data,2.1658,36.4411,670.0,,,,,
14958963_03717827_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19173,2014-01-01,2014,149.5896,-37.1783,0.1,1,71.3033,,,no_stem_data,19.4908,37.521,760.0,,,,,
14959011_03719399_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19158,2014-01-01,2014,149.5901,-37.194,0.1,1,119.569,,,no_stem_data,37.1661,36.985,340.0,,,,,
14959168_03724133_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19114,2014-01-01,2014,149.5917,-37.2413,0.1,1,35.1968,,,no_stem_data,12.8521,24.8053,680.0,,,,,
14959232_03725713_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19099,2014-01-01,2014,149.5923,-37.2571,0.1,1,0.2139,,,no_stem_data,0.0837,5.0268,170.0,,,,,
14959273_03727295_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19088,2014-01-01,2014,149.5927,-37.2729,0.1,1,1.2371,,,no_stem_data,0.479,14.7302,570.0,,,,,
14959329_03728859_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19076,2014-01-01,2014,149.5933,-37.2886,0.1,1,18.0494,,,no_stem_data,6.8205,33.8798,1000.0,,,,,
14959440_03732010_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19053,2014-01-01,2014,149.5944,-37.3201,0.1,1,0.748,,,no_stem_data,0.289,23.0237,200.0,,,,,
14959494_03733587_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19041,2014-01-01,2014,149.5949,-37.3359,0.1,1,32.8796,,,no_stem_data,11.9086,13.2176,120.0,,,,,
14959541_03735162_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19028,2014-01-01,2014,149.5954,-37.3516,0.1,1,0.1019,,,no_stem_data,0.0404,28.3127,180.0,,,,,
14960761_03713060_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19221,2014-01-01,2014,149.6076,-37.1306,0.1,1,2.9539,,,no_stem_data,1.0184,10.3291,360.0,,,,,
14960865_03719369_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19159,2014-01-01,2014,149.6086,-37.1937,0.1,1,38.4447,,,no_stem_data,10.0777,21.2373,470.0,,,,,
14960917_03717784_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19174,2014-01-01,2014,149.6092,-37.1778,0.1,1,0.2878,,,no_stem_data,0.0909,11.0673,40.0,,,,,
14961098_03722509_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19128,2014-01-01,2014,149.611,-37.2251,0.1,1,88.601,,,no_stem_data,28.9203,27.7387,960.0,,,,,
14961136_03724095_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19115,2014-01-01,2014,149.6114,-37.241,0.1,1,41.2854,,,no_stem_data,15.2286,20.7626,480.0,,,,,
14961197_03725662_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19100,2014-01-01,2014,149.612,-37.2566,0.1,1,106.3448,,,no_stem_data,37.2374,33.5495,540.0,,,,,
14961359_03730395_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19064,2014-01-01,2014,149.6136,-37.3039,0.1,1,10.7716,,,no_stem_data,4.0683,36.3653,1110.0,,,,,
14961466_03733544_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19042,2014-01-01,2014,149.6147,-37.3354,0.1,1,0.2755,,,no_stem_data,0.106,11.1367,190.0,,,,,
14961524_03735125_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19029,2014-01-01,2014,149.6152,-37.3513,0.1,1,1.6755,,,no_stem_data,0.6511,26.5617,690.0,,,,,
14962730_03713025_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19222,2014-01-01,2014,149.6273,-37.1303,0.1,1,4.7819,,,no_stem_data,1.6354,29.7224,250.0,,,,,
14962785_03714597_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19206,2014-01-01,2014,149.6278,-37.146,0.1,1,6.7638,,,no_stem_data,2.1492,3.3988,150.0,,,,,
14962839_03716170_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19191,2014-01-01,2014,149.6284,-37.1617,0.1,1,56.4925,,,no_stem_data,14.1943,14.8511,280.0,,,,,
14962894_03717742_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19175,2014-01-01,2014,149.6289,-37.1774,0.1,1,38.0436,,,no_stem_data,10.5425,40.7655,420.0,,,,,
14962949_03719322_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19160,2014-01-01,2014,149.6295,-37.1932,0.1,1,1.0027,,,no_stem_data,0.3262,16.4233,200.0,,,,,
14962995_03720894_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19145,2014-01-01,2014,149.63,-37.2089,0.1,1,0.3145,,,no_stem_data,0.0774,31.1075,320.0,,,,,
14963158_03725619_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19101,2014-01-01,2014,149.6316,-37.2562,0.1,1,3.0572,,,no_stem_data,1.1501,8.8055,140.0,,,,,
14963224_03727197_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19089,2014-01-01,2014,149.6322,-37.272,0.1,1,0.1452,,,no_stem_data,0.0579,23.4532,690.0,,,,,
14963325_03730352_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19065,2014-01-01,2014,149.6333,-37.3035,0.1,1,4.6118,,,no_stem_data,1.7679,36.0334,710.0,,,,,
14963389_03731924_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19054,2014-01-01,2014,149.6339,-37.3192,0.1,1,2.9954,,,no_stem_data,1.1578,28.1703,830.0,,,,,
14963441_03733497_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19043,2014-01-01,2014,149.6344,-37.335,0.1,1,28.8003,,,no_stem_data,10.2488,2.4516,90.0,,,,,
14963491_03735082_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19030,2014-01-01,2014,149.6349,-37.3508,0.1,1,15.9502,,,no_stem_data,5.9551,23.3814,680.0,,,,,
14963544_03736648_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19019,2014-01-01,2014,149.6354,-37.3665,0.1,1,81.0306,,,no_stem_data,29.7359,12.8949,640.0,,,,,
14964754_03714550_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19207,2014-01-01,2014,149.6475,-37.1455,0.1,1,89.2841,,,no_stem_data,25.1043,41.5958,960.0,,,,,
14964808_03716129_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19192,2014-01-01,2014,149.6481,-37.1613,0.1,1,21.9526,,,no_stem_data,6.6568,32.7305,290.0,,,,,
14964969_03720844_20140101_000000,Forestry Corporation Commercial Estate (NSW),NFSI_EDEN,19146,2014-01-01,2014,149.6497,-37.2084,0.1,1,2.656,,,no_stem_data,0.7049,29.3443,1300.0,,,,,
